Timestamp,Endpoint,Test Type,Location,Provider,Response Time (ms)
2025-12-28 22:04:01,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,215
2025-12-28 22:04:01,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,594
2025-12-28 22:04:01,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,20
2025-12-28 22:04:01,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,202
2025-12-28 22:04:01,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,61
2025-12-28 22:04:01,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,372
2025-12-28 22:04:01,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,61
2025-12-28 22:04:01,"London, UK [AWS] - PING",PING,"London, UK",AWS,79
2025-12-28 22:04:01,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,554
2025-12-28 22:04:01,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,102
2025-12-28 22:04:01,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,299
2025-12-28 22:04:01,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,101
2025-12-28 22:04:31,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,87
2025-12-28 22:04:31,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,246
2025-12-28 22:04:31,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,60
2025-12-28 22:04:31,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,148
2025-12-28 22:04:31,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,88
2025-12-28 22:04:31,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,733
2025-12-28 22:04:31,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,826
2025-12-28 22:04:31,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,173
2025-12-28 22:04:31,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,71
2025-12-28 22:04:31,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,103
2025-12-28 22:04:31,"Paris, FR [AWS] - PING",PING,"Paris, FR",AWS,87
2025-12-28 22:04:31,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,371
2025-12-28 22:04:31,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,433
2025-12-28 22:04:31,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,57
2025-12-28 22:04:31,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,772
2025-12-28 22:04:31,"London, UK [AWS] - PING",PING,"London, UK",AWS,94
2025-12-28 22:04:31,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,472
2025-12-28 22:04:31,"Paris, FR [AWS] - DNS",DNS,"Paris, FR",AWS,60
2025-12-28 22:04:31,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,69
2025-12-28 22:04:31,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,194
2025-12-28 22:04:31,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,343
2025-12-28 22:04:31,"Frankfurt, DE [AWS] - DNS",DNS,"Frankfurt, DE",AWS,82
2025-12-28 22:04:31,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,60
2025-12-28 22:04:31,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,240
2025-12-28 22:04:31,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,125
2025-12-28 22:04:31,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,107
2025-12-28 22:04:31,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,640
2025-12-28 22:04:31,"Riyadh, SA [AWS] - PING",PING,"Riyadh, SA",AWS,206
2025-12-28 22:04:31,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,62
2025-12-28 22:04:31,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,94
2025-12-28 22:04:31,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,832
2025-12-28 22:04:31,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,402
2025-12-28 22:04:31,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,84
2025-12-28 22:04:31,"Sydney, AU [AWS] - DNS",DNS,"Sydney, AU",AWS,90
2025-12-28 22:04:31,"Riyadh, SA [AWS] - HTTP",HTTP,"Riyadh, SA",AWS,2206
2025-12-28 22:04:31,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,369
2025-12-28 22:04:31,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,68
2025-12-28 22:04:31,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,262
2025-12-28 22:04:31,"Tokyo, JP [AWS] - PING",PING,"Tokyo, JP",AWS,180
2025-12-28 22:04:31,"Sydney, AU [AWS] - PING",PING,"Sydney, AU",AWS,210
2025-12-28 22:04:31,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,83
2025-12-28 22:04:31,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,846
2025-12-28 22:04:31,"Mumbai, IN [AWS] - DNS",DNS,"Mumbai, IN",AWS,89
2025-12-28 22:04:31,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,217
2025-12-28 22:04:31,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,182
2025-12-28 22:04:31,"Tokyo, JP [AWS] - HTTP",HTTP,"Tokyo, JP",AWS,643
2025-12-28 22:04:31,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,87
2025-12-28 22:04:31,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,200
2025-12-28 22:04:31,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,85
2025-12-28 22:04:31,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,73
2025-12-28 22:04:31,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,960
2025-12-28 22:04:31,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,14
2025-12-28 22:04:31,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,253
2025-12-28 22:04:31,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,317
2025-12-28 22:04:31,"Sydney, AU [AWS] - HTTP",HTTP,"Sydney, AU",AWS,731
2025-12-28 22:04:31,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,76
2025-12-28 22:04:31,"Hyderabad, IN [AWS] - HTTP",HTTP,"Hyderabad, IN",AWS,843
2025-12-28 22:04:31,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,143
2025-12-28 22:04:31,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,332
2025-12-28 22:04:31,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,63
2025-12-28 22:04:31,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,80
2025-12-28 22:04:31,"Singapore, SG [AWS] - DNS",DNS,"Singapore, SG",AWS,89
2025-12-28 22:04:31,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,222
2025-12-28 22:04:31,"Columbus, OH [AWS] - DNS",DNS,"Columbus, OH",AWS,86
2025-12-28 22:04:31,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,749
2025-12-28 22:04:31,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,89
2025-12-28 22:04:31,"Columbus, OH [AWS] - PING",PING,"Columbus, OH",AWS,34
2025-12-28 22:04:31,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,21
2025-12-28 22:04:31,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,75
2025-12-28 22:05:01,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,79
2025-12-28 22:05:01,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,860
2025-12-28 22:05:01,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,158
2025-12-28 22:05:01,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,244
2025-12-28 22:05:01,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,853
2025-12-28 22:05:01,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,76
2025-12-28 22:05:01,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,191
2025-12-28 22:05:01,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,86
2025-12-28 22:05:01,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,76
2025-12-28 22:05:01,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,217
2025-12-28 22:05:01,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,75
2025-12-28 22:05:01,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,75
2025-12-28 22:05:01,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,99
2025-12-28 22:05:01,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,744
2025-12-28 22:05:01,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,106
2025-12-28 22:05:01,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,222
2025-12-28 22:05:01,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,261
2025-12-28 22:05:01,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,337
2025-12-28 22:05:01,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,336
2025-12-28 22:05:01,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,627
2025-12-28 22:05:01,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,125
2025-12-28 22:05:01,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,427
2025-12-28 22:05:01,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,754
2025-12-28 22:05:01,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,878
2025-12-28 22:05:01,"Sydney, AU [AWS] - DNS",DNS,"Sydney, AU",AWS,93
2025-12-28 22:05:01,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,92
2025-12-28 22:05:01,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,100
2025-12-28 22:05:01,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,478
2025-12-28 22:05:01,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,50
2025-12-28 22:05:01,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,85
2025-12-28 22:05:01,"Sydney, AU [AWS] - PING",PING,"Sydney, AU",AWS,209
2025-12-28 22:05:01,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,90
2025-12-28 22:05:01,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,21
2025-12-28 22:05:01,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,100
2025-12-28 22:05:01,"Tokyo, JP [AWS] - HTTP",HTTP,"Tokyo, JP",AWS,666
2025-12-28 22:05:01,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,195
2025-12-28 22:05:01,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,190
2025-12-28 22:05:01,"Sydney, AU [AWS] - HTTP",HTTP,"Sydney, AU",AWS,730
2025-12-28 22:05:01,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,21
2025-12-28 22:05:01,"Paris, FR [AWS] - DNS",DNS,"Paris, FR",AWS,84
2025-12-28 22:05:01,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,89
2025-12-28 22:05:01,"Columbus, OH [AWS] - DNS",DNS,"Columbus, OH",AWS,97
2025-12-28 22:05:01,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,602
2025-12-28 22:05:01,"Tokyo, JP [AWS] - PING",PING,"Tokyo, JP",AWS,182
2025-12-28 22:05:01,"Columbus, OH [AWS] - PING",PING,"Columbus, OH",AWS,29
2025-12-28 22:05:01,"Paris, FR [AWS] - PING",PING,"Paris, FR",AWS,86
2025-12-28 22:05:01,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,152
2025-12-28 22:05:01,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,73
2025-12-28 22:05:01,"London, UK [AWS] - PING",PING,"London, UK",AWS,81
2025-12-28 22:05:01,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,352
2025-12-28 22:05:01,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,100
2025-12-28 22:05:01,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,439
2025-12-28 22:05:01,"Riyadh, SA [AWS] - PING",PING,"Riyadh, SA",AWS,204
2025-12-28 22:05:01,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,92
2025-12-28 22:05:01,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,67
2025-12-28 22:05:01,"Frankfurt, DE [AWS] - DNS",DNS,"Frankfurt, DE",AWS,89
2025-12-28 22:05:01,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,73
2025-12-28 22:05:01,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,402
2025-12-28 22:05:01,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,257
2025-12-28 22:05:01,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,369
2025-12-28 22:05:01,"Mumbai, IN [AWS] - DNS",DNS,"Mumbai, IN",AWS,99
2025-12-28 22:05:01,"Hyderabad, IN [AWS] - HTTP",HTTP,"Hyderabad, IN",AWS,868
2025-12-28 22:05:01,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,218
2025-12-28 22:05:01,"Riyadh, SA [AWS] - HTTP",HTTP,"Riyadh, SA",AWS,699
2025-12-28 22:05:01,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,76
2025-12-28 22:05:01,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,97
2025-12-28 22:05:01,"Singapore, SG [AWS] - DNS",DNS,"Singapore, SG",AWS,94
2025-12-28 22:05:01,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,693
2025-12-28 22:05:01,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,251
2025-12-28 22:05:31,"Milan, IT [AWS] - DNS",DNS,"Milan, IT",AWS,42
2025-12-28 22:05:31,"Montreal, CA [AWS] - HTTP",HTTP,"Montreal, CA",AWS,155
2025-12-28 22:05:31,"Paris, FR [AWS] - HTTP",HTTP,"Paris, FR",AWS,317
2025-12-28 22:05:31,"Seoul, KR [AWS] - PING",PING,"Seoul, KR",AWS,214
2025-12-28 22:05:31,"Hyderabad, IN [AWS] - DNS",DNS,"Hyderabad, IN",AWS,65
2025-12-28 22:05:31,"Seoul, KR [AWS] - HTTP",HTTP,"Seoul, KR",AWS,747
2025-12-28 22:05:31,"Frankfurt, DE [AWS] - DNS",DNS,"Frankfurt, DE",AWS,52
2025-12-28 22:05:31,"Cape Town, ZA [AWS] - DNS",DNS,"Cape Town, ZA",AWS,64
2025-12-28 22:05:31,"Jakarta, ID [AWS] - DNS",DNS,"Jakarta, ID",AWS,31
2025-12-28 22:05:31,"Jakarta, ID [AWS] - PING",PING,"Jakarta, ID",AWS,254
2025-12-28 22:05:31,"Milan, IT [AWS] - PING",PING,"Milan, IT",AWS,103
2025-12-28 22:05:31,"Singapore, SG [AWS] - DNS",DNS,"Singapore, SG",AWS,80
2025-12-28 22:05:31,"Frankfurt, DE [AWS] - PING",PING,"Frankfurt, DE",AWS,93
2025-12-28 22:05:31,"Cape Town, ZA [AWS] - PING",PING,"Cape Town, ZA",AWS,256
2025-12-28 22:05:31,"Singapore, SG [AWS] - PING",PING,"Singapore, SG",AWS,241
2025-12-28 22:05:31,"London, UK [AWS] - HTTP",HTTP,"London, UK",AWS,325
2025-12-28 22:05:31,"Osaka, JP [AWS] - DNS",DNS,"Osaka, JP",AWS,73
2025-12-28 22:05:31,"Jakarta, ID [AWS] - HTTP",HTTP,"Jakarta, ID",AWS,859
2025-12-28 22:05:31,"Milan, IT [AWS] - HTTP",HTTP,"Milan, IT",AWS,375
2025-12-28 22:05:31,"Hyderabad, IN [AWS] - PING",PING,"Hyderabad, IN",AWS,255
2025-12-28 22:05:31,"Stockholm, SE [AWS] - DNS",DNS,"Stockholm, SE",AWS,61
2025-12-28 22:05:31,"Cape Town, ZA [AWS] - HTTP",HTTP,"Cape Town, ZA",AWS,863
2025-12-28 22:05:31,"Singapore, SG [AWS] - HTTP",HTTP,"Singapore, SG",AWS,843
2025-12-28 22:05:31,"Osaka, JP [AWS] - PING",PING,"Osaka, JP",AWS,194
2025-12-28 22:05:31,"Tokyo, JP [AWS] - DNS",DNS,"Tokyo, JP",AWS,90
2025-12-28 22:05:31,"Hyderabad, IN [AWS] - HTTP",HTTP,"Hyderabad, IN",AWS,843
2025-12-28 22:05:31,"Frankfurt, DE [AWS] - HTTP",HTTP,"Frankfurt, DE",AWS,347
2025-12-28 22:05:31,"Osaka, JP [AWS] - HTTP",HTTP,"Osaka, JP",AWS,663
2025-12-28 22:05:31,"Tokyo, JP [AWS] - PING",PING,"Tokyo, JP",AWS,185
2025-12-28 22:05:31,"Dubai, AE [AWS] - DNS",DNS,"Dubai, AE",AWS,78
2025-12-28 22:05:31,"São Paulo, BR [AWS] - DNS",DNS,"São Paulo, BR",AWS,90
2025-12-28 22:05:31,"London, UK [AWS] - DNS",DNS,"London, UK",AWS,85
2025-12-28 22:05:31,"Stockholm, SE [AWS] - PING",PING,"Stockholm, SE",AWS,103
2025-12-28 22:05:31,"Sydney, AU [AWS] - DNS",DNS,"Sydney, AU",AWS,90
2025-12-28 22:05:31,"Dubai, AE [AWS] - PING",PING,"Dubai, AE",AWS,167
2025-12-28 22:05:31,"Sydney, AU [AWS] - PING",PING,"Sydney, AU",AWS,209
2025-12-28 22:05:31,"London, UK [AWS] - PING",PING,"London, UK",AWS,80
2025-12-28 22:05:31,"São Paulo, BR [AWS] - PING",PING,"São Paulo, BR",AWS,125
2025-12-28 22:05:31,"Tokyo, JP [AWS] - HTTP",HTTP,"Tokyo, JP",AWS,651
2025-12-28 22:05:31,"Seoul, KR [AWS] - DNS",DNS,"Seoul, KR",AWS,81
2025-12-28 22:05:31,"Stockholm, SE [AWS] - HTTP",HTTP,"Stockholm, SE",AWS,390
2025-12-28 22:05:31,"Paris, FR [AWS] - DNS",DNS,"Paris, FR",AWS,59
2025-12-28 22:05:31,"Sydney, AU [AWS] - HTTP",HTTP,"Sydney, AU",AWS,730
2025-12-28 22:05:31,"São Paulo, BR [AWS] - HTTP",HTTP,"São Paulo, BR",AWS,472
2025-12-28 22:05:31,"Melbourne, AU [AWS] - DNS",DNS,"Melbourne, AU",AWS,61
2025-12-28 22:05:31,"Riyadh, SA [AWS] - HTTP",HTTP,"Riyadh, SA",AWS,3193
2025-12-28 22:05:31,"Dubai, AE [AWS] - HTTP",HTTP,"Dubai, AE",AWS,1761
2025-12-28 22:05:31,"Melbourne, AU [AWS] - PING",PING,"Melbourne, AU",AWS,221
2025-12-28 22:05:31,"Melbourne, AU [AWS] - HTTP",HTTP,"Melbourne, AU",AWS,734
2025-12-28 22:05:31,"Riyadh, SA [AWS] - DNS",DNS,"Riyadh, SA",AWS,62
2025-12-28 22:05:31,"Ashburn, VA [AWS] - DNS",DNS,"Ashburn, VA",AWS,89
2025-12-28 22:05:31,"Riyadh, SA [AWS] - PING",PING,"Riyadh, SA",AWS,205
2025-12-28 22:05:31,"Ashburn, VA [AWS] - PING",PING,"Ashburn, VA",AWS,16
2025-12-28 22:05:31,"Mumbai, IN [AWS] - PING",PING,"Mumbai, IN",AWS,212
2025-12-28 22:05:31,"Ashburn, VA [AWS] - HTTP",HTTP,"Ashburn, VA",AWS,133
2025-12-28 22:05:31,"Mumbai, IN [AWS] - DNS",DNS,"Mumbai, IN",AWS,78
2025-12-28 22:05:31,"Columbus, OH [AWS] - DNS",DNS,"Columbus, OH",AWS,84
2025-12-28 22:05:31,"Mumbai, IN [AWS] - HTTP",HTTP,"Mumbai, IN",AWS,4737
2025-12-28 22:05:31,"Columbus, OH [AWS] - PING",PING,"Columbus, OH",AWS,29
2025-12-28 22:05:31,"Portland, OR [AWS] - DNS",DNS,"Portland, OR",AWS,79
2025-12-28 22:05:31,"Portland, OR [AWS] - PING",PING,"Portland, OR",AWS,73
2025-12-28 22:05:31,"Columbus, OH [AWS] - HTTP",HTTP,"Columbus, OH",AWS,181
2025-12-28 22:05:31,"Portland, OR [AWS] - HTTP",HTTP,"Portland, OR",AWS,321
2025-12-28 22:05:31,"San Jose, CA [AWS] - DNS",DNS,"San Jose, CA",AWS,82
2025-12-28 22:05:31,"Montreal, CA [AWS] - DNS",DNS,"Montreal, CA",AWS,55
2025-12-28 22:05:31,"San Jose, CA [AWS] - PING",PING,"San Jose, CA",AWS,76
2025-12-28 22:05:31,"Montreal, CA [AWS] - PING",PING,"Montreal, CA",AWS,18
2025-12-28 22:05:31,"San Jose, CA [AWS] - HTTP",HTTP,"San Jose, CA",AWS,319
2025-12-28 22:05:31,"Paris, FR [AWS] - PING",PING,"Paris, FR",AWS,86
